사고년도,다발시군구,지점명,사고일시,사고시간대,사고등급,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,사망자수,부상자수
2015,서울특별시 종로구1,서울특별시 종로구 청운동(자하문사거리 부근),2015-07-04,10시경,중상사고,남,24세,승용차,상해없음,남,30세,자전거,중상,차대차 - 측면직각충돌,안전거리미확보,맑음,0,1
2015,서울특별시 종로구1,서울특별시 종로구 청운동(자하문사거리 부근),2015-05-31,12시경,경상사고,남,67세,승용차,상해없음,남,42세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,0,1
2015,서울특별시 종로구1,서울특별시 종로구 청운동(자하문사거리 부근),2015-01-30,13시경,중상사고,남,58세,승합차,상해없음,여,36세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 종로구1,서울특별시 종로구 청운동(자하문사거리 부근),2015-03-08,14시경,부상신고사고,남,12세,자전거,부상신고,남,28세,승용차,상해없음,차대차 - 추돌 - 진행중,안전운전불이행,맑음,0,1
2015,서울특별시 종로구1,서울특별시 종로구 청운동(자하문사거리 부근),2015-06-04,23시경,경상사고,여,38세,자전거,경상,여,43세,승용차,상해없음,차대차 - 측면직각충돌,교차로운행방법위반,맑음,0,1
2015,서울특별시 종로구2,서울특별시 종로구 종로3가(종로3가 부근),2015-03-30,15시경,경상사고,기타불명,불명,승용차,기타불명,남,24세,자전거,경상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 종로구2,서울특별시 종로구 종로3가(종로3가 부근),2015-04-09,08시경,부상신고사고,남,63세,승용차,기타불명,남,29세,자전거,부상신고,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 종로구2,서울특별시 종로구 종로3가(종로3가 부근),2015-04-29,12시경,부상신고사고,남,53세,자전거,부상신고,여,68세,승용차,상해없음,차대차 - 측면직각충돌,기타,비,0,1
2015,서울특별시 종로구2,서울특별시 종로구 종로3가(종로3가 부근),2015-04-04,13시경,중상사고,남,59세,자전거,중상,남,54세,승합차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-04-09,14시경,중상사고,남,33세,승용차,상해없음,남,69세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-11-04,19시경,부상신고사고,남,60세,승용차,상해없음,여,20세,자전거,부상신고,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-08-04,17시경,경상사고,남,37세,원동기장치자전거,상해없음,남,21세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-09-02,18시경,경상사고,남,42세,이륜차,상해없음,남,74세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-08-24,11시경,경상사고,남,51세,자전거,경상,남,46세,화물차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-03-25,14시경,부상신고사고,남,60세,자전거,부상신고,남,36세,승용차,상해없음,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 중구1,서울특별시 중구 을지로6가(오간수교(북단) 부근),2015-08-31,15시경,부상신고사고,남,68세,자전거,부상신고,남,66세,승용차,상해없음,차대차 - 추돌 - 주정차중,안전거리미확보,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-08-18,18시경,경상사고,남,47세,승용차,상해없음,남,42세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-08-21,08시경,경상사고,남,51세,승용차,상해없음,남,44세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-07-13,23시경,중상사고,남,52세,승용차,상해없음,남,17세,자전거,중상,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-09-29,19시경,중상사고,남,12세,자전거,상해없음,여,73세,보행자,중상,차대사람 - 횡단중,중앙선침범,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-07-11,04시경,경상사고,남,32세,자전거,경상,남,26세,승용차,상해없음,차대차 - 기타,중앙선침범,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-06-04,16시경,경상사고,남,34세,자전거,상해없음,남,19세,이륜차,경상,차대차 - 측면직각충돌,안전거리미확보,맑음,0,1
2015,서울특별시 성동구4,서울특별시 성동구 도선동(청계벽산 상가 부근),2015-09-01,17시경,부상신고사고,남,58세,자전거,부상신고,남,52세,승합차,상해없음,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-05-01,07시경,경상사고,남,51세,승용차,상해없음,남,51세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-03-21,08시경,중상사고,남,52세,이륜차,상해없음,남,47세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-04-16,08시경,중상사고,남,45세,자전거,상해없음,남,71세,보행자,중상,차대사람 - 기타,보행자보호의무위반,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-10-12,15시경,중상사고,남,47세,자전거,상해없음,남,50세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-09-22,19시경,중상사고,남,48세,자전거,경상,남,36세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,2
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-04-21,08시경,경상사고,남,53세,자전거,상해없음,여,65세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-06-16,20시경,경상사고,남,72세,자전거,경상,남,18세,자전거,상해없음,차대차 - 정면충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-10-22,20시경,경상사고,여,42세,자전거,경상,남,27세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,2
2015,서울특별시 성동구1,서울특별시 성동구 마장동(마장현대아파트 부근),2015-07-28,19시경,중상사고,여,51세,자전거,부상신고,남,32세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,2
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-12-08,09시경,중상사고,남,54세,승용차,상해없음,여,63세,자전거,중상,차대차 - 기타,불법유턴,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-12-23,21시경,경상사고,남,56세,승용차,기타불명,남,16세,자전거,경상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-09-07,19시경,경상사고,남,57세,승용차,상해없음,남,60세,자전거,경상,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-08-28,17시경,중상사고,여,44세,승용차,상해없음,남,70세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-09-10,07시경,중상사고,여,48세,승용차,상해없음,남,52세,자전거,중상,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-12-16,11시경,부상신고사고,남,47세,자전거,부상신고,남,62세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구3,서울특별시 성동구 성수동1가(성수여중 부근),2015-11-19,23시경,중상사고,남,50세,자전거,중상,남,41세,원동기장치자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,2
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-03-11,17시경,중상사고,남,34세,승용차,상해없음,남,68세,자전거,중상,차대차 - 기타,교차로운행방법위반,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-03-11,10시경,부상신고사고,남,40세,승용차,상해없음,남,31세,자전거,부상신고,차대차 - 기타,차로위반,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-04-15,16시경,경상사고,남,54세,승용차,상해없음,남,14세,자전거,경상,차대차 - 기타,직진우회전진행방해,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-08-08,08시경,경상사고,여,36세,승용차,상해없음,여,50세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-07-09,00시경,경상사고,기타불명,불명,자전거,기타불명,남,54세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-04-15,14시경,부상신고사고,남,11세,자전거,상해없음,여,66세,자전거,부상신고,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구6,서울특별시 성동구 성수동1가(한국방송통신대학교(서울지역학 부근),2015-04-26,17시경,경상사고,남,21세,자전거,경상,남,34세,승용차,상해없음,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구8,서울특별시 성동구 성수동1가(한신아파트 부근),2015-09-07,23시경,중상사고,남,25세,자전거,중상,여,28세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,2
2015,서울특별시 성동구8,서울특별시 성동구 성수동1가(한신아파트 부근),2015-06-21,12시경,중상사고,남,26세,자전거,상해없음,남,41세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구8,서울특별시 성동구 성수동1가(한신아파트 부근),2015-04-26,17시경,부상신고사고,남,27세,자전거,상해없음,남,40세,자전거,부상신고,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구8,서울특별시 성동구 성수동1가(한신아파트 부근),2015-05-05,20시경,중상사고,여,35세,자전거,중상,여,27세,자전거,상해없음,차대차 - 추돌 - 주정차중,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-05-06,10시경,중상사고,남,41세,승용차,상해없음,남,18세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-01-27,08시경,중상사고,남,69세,승용차,상해없음,남,61세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-05-01,01시경,중상사고,남,17세,원동기장치자전거,상해없음,남,22세,자전거,경상,차대차 - 기타,신호위반,맑음,0,2
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-07-29,11시경,경상사고,남,24세,이륜차,경상,기타불명,불명,자전거,기타불명,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-09-25,18시경,경상사고,여,53세,자전거,경상,남,51세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-03-23,06시경,사망사고,남,28세,화물차,상해없음,여,71세,자전거,사망,차대차 - 측면직각충돌,안전운전불이행,맑음,1,0
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-03-20,16시경,경상사고,남,47세,화물차,상해없음,여,17세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구2,서울특별시 성동구 성수동2가(태화약국 부근),2015-11-06,19시경,경상사고,남,49세,화물차,상해없음,여,53세,자전거,경상,차대차 - 기타,직진우회전진행방해,비,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-03-20,18시경,경상사고,남,50세,승용차,상해없음,여,50세,자전거,경상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-05-28,07시경,중상사고,남,60세,승용차,상해없음,남,15세,자전거,중상,차대차 - 기타,직진우회전진행방해,맑음,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-11-05,06시경,경상사고,남,61세,승용차,상해없음,여,56세,자전거,경상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-05-13,22시경,부상신고사고,남,50세,자전거,부상신고,남,39세,승용차,상해없음,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-08-26,20시경,부상신고사고,남,51세,자전거,부상신고,남,33세,승용차,상해없음,차대차 - 기타,중앙선침범,맑음,0,1
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-09-30,12시경,경상사고,여,44세,자전거,부상신고,남,56세,이륜차,경상,차대차 - 기타,안전운전불이행,맑음,0,2
2015,서울특별시 성동구5,서울특별시 성동구 성수동2가(뚝도시장 부근),2015-01-06,17시경,경상사고,남,55세,화물차,상해없음,남,83세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구7,서울특별시 성동구 송정동(치과의사회관앞 부근),2015-09-18,22시경,경상사고,남,53세,승용차,상해없음,여,33세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 성동구7,서울특별시 성동구 송정동(치과의사회관앞 부근),2015-06-18,19시경,경상사고,남,70세,승용차,상해없음,남,42세,자전거,경상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 성동구7,서울특별시 성동구 송정동(치과의사회관앞 부근),2015-07-10,22시경,중상사고,남,58세,자전거,상해없음,남,17세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 성동구7,서울특별시 성동구 송정동(치과의사회관앞 부근),2015-06-22,21시경,중상사고,남,66세,자전거,경상,남,49세,원동기장치자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,2
2015,서울특별시 성동구7,서울특별시 성동구 송정동(치과의사회관앞 부근),2015-12-15,10시경,중상사고,남,74세,자전거,중상,남,61세,화물차,상해없음,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-07-22,16시경,사망사고,남,34세,승용차,상해없음,여,73세,자전거,사망,차대차 - 측면직각충돌,안전운전불이행,맑음,1,0
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-09-04,20시경,경상사고,남,52세,승용차,상해없음,남,55세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-06-30,00시경,경상사고,남,62세,승용차,상해없음,남,40세,자전거,경상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-03-27,10시경,경상사고,남,69세,승용차,상해없음,남,29세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-11-22,18시경,부상신고사고,남,38세,원동기장치자전거,부상신고,남,24세,자전거,상해없음,차대차 - 기타,안전운전불이행,흐림,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-04-05,08시경,경상사고,남,58세,자전거,경상,남,39세,원동기장치자전거,상해없음,차대차 - 추돌 - 주정차중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구1,서울특별시 광진구 중곡동(중곡주유소 부근),2015-03-31,13시경,경상사고,남,58세,화물차,상해없음,남,62세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구7,서울특별시 광진구 중곡동(중곡동사거리 부근),2015-11-17,21시경,경상사고,남,40세,승용차,상해없음,여,18세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,0,1
2015,서울특별시 광진구7,서울특별시 광진구 중곡동(중곡동사거리 부근),2015-09-16,20시경,경상사고,남,53세,승용차,상해없음,여,57세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,0,1
2015,서울특별시 광진구7,서울특별시 광진구 중곡동(중곡동사거리 부근),2015-11-06,17시경,중상사고,남,57세,자전거,중상,남,61세,원동기장치자전거,중상,차대차 - 측면직각충돌,안전거리미확보,맑음,0,2
2015,서울특별시 광진구7,서울특별시 광진구 중곡동(중곡동사거리 부근),2015-08-31,09시경,부상신고사고,여,20세,자전거,부상신고,남,48세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구7,서울특별시 광진구 중곡동(중곡동사거리 부근),2015-04-10,07시경,중상사고,남,55세,화물차,상해없음,남,46세,자전거,중상,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 광진구12,서울특별시 광진구 구의동(어린이대공원후문 부근),2015-05-24,01시경,경상사고,남,50세,승용차,상해없음,남,26세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,0,1
2015,서울특별시 광진구12,서울특별시 광진구 구의동(어린이대공원후문 부근),2015-10-19,15시경,중상사고,남,57세,승용차,상해없음,남,68세,자전거,중상,차대차 - 추돌 - 진행중,기타,맑음,0,1
2015,서울특별시 광진구12,서울특별시 광진구 구의동(어린이대공원후문 부근),2015-09-18,04시경,중상사고,남,59세,원동기장치자전거,상해없음,여,24세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 광진구12,서울특별시 광진구 구의동(어린이대공원후문 부근),2015-10-12,16시경,중상사고,남,72세,자전거,중상,남,41세,승합차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구14,서울특별시 광진구 구의동(구의사거리 부근),2015-10-26,07시경,경상사고,기타불명,불명,불명,기타불명,여,17세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 광진구14,서울특별시 광진구 구의동(구의사거리 부근),2015-06-18,15시경,중상사고,남,53세,승용차,상해없음,남,12세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 광진구14,서울특별시 광진구 구의동(구의사거리 부근),2015-11-26,23시경,중상사고,여,26세,승용차,상해없음,여,23세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구14,서울특별시 광진구 구의동(구의사거리 부근),2015-11-09,17시경,경상사고,남,72세,자전거,경상,여,37세,승용차,상해없음,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 광진구15,서울특별시 광진구 구의동(강변북로-광나룻길램프(4) 부근),2015-10-28,18시경,중상사고,남,54세,승합차,상해없음,남,21세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구15,서울특별시 광진구 구의동(강변북로-광나룻길램프(4) 부근),2015-02-11,13시경,경상사고,남,71세,승합차,상해없음,남,13세,자전거,경상,차대차 - 추돌 - 진행중,교차로운행방법위반,맑음,0,1
2015,서울특별시 광진구15,서울특별시 광진구 구의동(강변북로-광나룻길램프(4) 부근),2015-06-26,20시경,부상신고사고,남,17세,이륜차,상해없음,남,7세,자전거,부상신고,차대차 - 정면충돌,신호위반,맑음,0,1
2015,서울특별시 광진구15,서울특별시 광진구 구의동(강변북로-광나룻길램프(4) 부근),2015-04-03,18시경,경상사고,남,17세,자전거,경상,기타불명,불명,승용차,기타불명,차대차 - 측면직각충돌,안전거리미확보,맑음,0,1
2015,서울특별시 광진구11,서울특별시 광진구 광장동(광장사거리 부근),2015-07-14,18시경,중상사고,여,43세,승용차,기타불명,남,48세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구11,서울특별시 광진구 광장동(광장사거리 부근),2015-05-08,15시경,중상사고,남,73세,자전거,중상,남,57세,승용차,상해없음,차대차 - 추돌 - 진행중,중앙선침범,맑음,0,1
2015,서울특별시 광진구11,서울특별시 광진구 광장동(광장사거리 부근),2015-10-02,02시경,경상사고,여,25세,자전거,경상,남,71세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구11,서울특별시 광진구 광장동(광장사거리 부근),2015-09-25,07시경,중상사고,남,56세,화물차,상해없음,남,61세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-12-11,17시경,경상사고,기타불명,불명,승용차,기타불명,남,17세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-03-04,09시경,중상사고,남,61세,승용차,상해없음,남,30세,자전거,중상,차대차 - 기타,기타,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-11-16,14시경,경상사고,여,55세,승용차,상해없음,남,56세,자전거,경상,차대차 - 기타,중앙선침범,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-10-16,14시경,중상사고,남,14세,자전거,중상,여,52세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,0,2
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-09-30,17시경,중상사고,남,70세,자전거,중상,남,35세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-06-29,17시경,경상사고,여,33세,자전거,상해없음,여,62세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구2,서울특별시 광진구 자양동(국민은행자양동지점 부근),2015-01-17,16시경,경상사고,남,29세,화물차,상해없음,여,60세,자전거,경상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,0,1
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-06-19,04시경,중상사고,남,38세,승용차,상해없음,남,65세,자전거,중상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,0,1
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-09-12,08시경,경상사고,남,80세,승용차,상해없음,남,40세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-07-17,21시경,중상사고,남,30세,원동기장치자전거,상해없음,여,40세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-05-06,08시경,경상사고,남,48세,원동기장치자전거,상해없음,남,20세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-04-14,23시경,중상사고,남,60세,자전거,중상,남,28세,원동기장치자전거,부상신고,차대차 - 기타,신호위반,맑음,0,2
2015,서울특별시 광진구4,서울특별시 광진구 자양동(성수사거리 부근),2015-01-02,15시경,경상사고,남,46세,화물차,상해없음,여,49세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-09-20,06시경,중상사고,기타불명,불명,승합차,기타불명,남,46세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-06-22,21시경,경상사고,남,24세,자전거,상해없음,여,24세,자전거,경상,차대차 - 기타,안전운전불이행,기타,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-08-01,20시경,중상사고,남,33세,자전거,중상,없음,불명,없음,없음,차량단독 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-05-20,18시경,중상사고,남,42세,자전거,상해없음,남,34세,자전거,상해없음,차대차 - 기타,안전운전불이행,기타,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-07-09,20시경,부상신고사고,남,46세,자전거,부상신고,남,56세,보행자,상해없음,차대사람 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구5,서울특별시 광진구 자양동(올림픽대로-일반국도3호선램프(1 부근),2015-07-05,21시경,부상신고사고,여,29세,자전거,부상신고,여,52세,보행자,상해없음,차대사람 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-07-28,16시경,경상사고,기타불명,불명,불명,기타불명,여,56세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-06-05,08시경,경상사고,기타불명,불명,승용차,기타불명,남,13세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-10-06,11시경,경상사고,남,50세,자전거,경상,없음,불명,없음,없음,차량단독 - 전도전복,안전운전불이행,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-06-13,22시경,경상사고,남,56세,자전거,경상,여,51세,승용차,상해없음,차대차 - 기타,중앙선침범,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-04-21,15시경,경상사고,남,58세,자전거,상해없음,여,48세,보행자,경상,차대사람 - 보도통행중,안전운전불이행,맑음,0,1
2015,서울특별시 광진구6,서울특별시 광진구 자양동(씨케이하우컨(주) 부근),2015-09-22,16시경,경상사고,여,51세,자전거,경상,남,35세,승용차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
2015,서울특별시 광진구9,서울특별시 광진구 자양동(신양초교앞 부근),2015-01-19,12시경,중상사고,남,56세,승용차,상해없음,여,52세,자전거,중상,차대차 - 기타,신호위반,맑음,0,1
2015,서울특별시 광진구9,서울특별시 광진구 자양동(신양초교앞 부근),2015-10-07,15시경,중상사고,남,16세,자전거,중상,남,32세,승합차,상해없음,차대차 - 측면직각충돌,안전운전불이행,맑음,0,1
